codigo_troquel;cilindro;repeat_in;repeat_mm;ancho_mm;largo_mm;ancho_in;largo_in;gap_ancho;gap_avance;ancho_banda;precorte_integrado;cavidades_ancho;cavidades_avance;forma;esquinas;precorte_entre_cavidades;familia_troquel
TPL-89;65;8.125;206.375;101.0;76.0;3.976;2.992;0.125;0.125;4.31;NO;1;2;Rectangu;Redondas;;
TPL-90;78;9.75;247.65;101.0;76.0;3.976;2.992;0.125;0.125;4.31;NO;4;1;;;;
TPL-91;78;9.75;247.65;101.0;76.0;3.976;2.992;0.125;0.125;4.31;NO;3;1;;;;
TPL-92;78;9.75;247.65;51.0;79.0;2.008;3.11;0.125;0.125;8.625;NO;3;3;Rectangu;Redondas;;
TPL-93;60;7.5;190.5;101.0;76.0;3.976;2.992;0.125;0.125;10.0;NO;3;1;;;;
TPL-94;78;9.75;247.65;51.0;38.0;2.008;1.496;0.125;0.125;10.0;NO;4;6;Rectangu;Redondas;;
TPL-95;70;8.75;222.25;50.8;70.0;2.0;2.756;0.125;0.162;5.5;NO;2;3;Especial;;;
TPL-96;98;12.25;311.15;26.924;152.4;1.06;6.0;0.125;0.125;4.92;NO;3;2;Rectangu;Rectas;;
TPL-97;60;7.5;190.5;60.0;60.0;2.362;2.362;0.125;0.14;10.0;NO;3;3;Circular;;;
TPL-98;75;9.375;238.125;76.2;76.2;3.0;3.0;0.125;0.125;3.94;NO;1;3;Circular;;;
TPL-99;65;8.125;206.375;38.1;203.2;1.5;8.0;0.125;0.125;4.31;NO;2;1;Rectangu;Redondas;;
TPL-100;90;11.25;285.75;37.084;139.954;1.46;5.51;0.118;0.125;4.92;NO;3;2;Rectangu;Rectas;;
TPL-101;60;7.5;190.5;60.0;30.0;2.362;1.181;0.125;0.319;5.5;NO;2;5;Rectangu;Rectas;;
TPL-102;98;12.25;311.15;32.004;151.892;1.26;5.98;0.125;0.13;5.12;NO;3;1;Rectangu;Redondas;;
TPL-103;98;12.25;311.15;28.956;152.4;1.14;6.0;0.125;0.125;5.0;NO;3;2;Rectangu;Redondas;;
TPL-104;95;11.875;301.625;85.09;146.05;3.35;5.75;0.125;0.173;4.92;NO;1;2;Rectangu;Rectas;;
TPL-105;88;11.0;279.4;29.972;65.024;1.18;2.56;0.125;0.19;3.94;NO;4;4;Rectangu;Redondas;;
TPL-106;69;8.625;219.075;28.194;59.944;1.11;2.36;0.125;0.125;5.5;NO;2;7;Especial;Diversas;;
TPL-107;75;9.375;238.125;38.1;76.2;1.5;3.0;0.125;0.125;3.94;SI;2;1;Rectangu;Rectas;;
TPL-108;65;8.125;206.375;57.15;57.15;2.25;2.25;0.125;0.46;4.92;NO;1;3;Circular;;;
TPL-109;65;8.125;206.375;64.008;64.008;2.52;2.52;0.125;0.208;4.92;SI;1;3;Circular;;;
TPL-110;72;9.0;228.6;89.916;34.036;3.54;1.34;0.0;0.16;3.93;NO;1;6;Rectangu;Redondas;;
TPL-111;81;10.125;257.175;20.066;59.944;0.79;2.36;0.125;0.17;3.93;NO;4;4;Ovalada;NO;;
TPL-112;82;10.25;260.35;31.75;127.0;1.25;5.0;0.125;0.125;5.11;NO;3;2;Rectangu;Redondas;;
TPL-113;60;7.5;190.5;67.564;88.9;2.66;3.5;0.125;0.25;3.94;NO;1;2;Especial;;;
TPL-114;99;12.375;314.325;101.6;101.6;4.0;4.0;0.125;0.125;4.92;NO;1;2;Cuadrado;Redondas;;
TPL-115;65;8.125;206.375;89.916;99.822;3.54;3.93;0.0;0.13;4.5;NO;1;2;Rectangu;Rectas;;
TPL-116;82;10.25;260.35;100.838;125.984;3.97;4.96;0.125;0.16;4.92;NO;1;2;Rectangu;Redondas;;
TPL-117;60;7.5;190.5;177.8;184.912;7.0;7.28;0.0;0.22;8.43;NO;1;1;Rectangu;Rectas;;
TPL-118;65;8.125;206.375;127.0;203.2;5.0;8.0;0.0;0.125;5.5;SI;1;1;Rectangu;Rectas;;
TPL-119;60;7.5;190.5;55.118;55.118;2.17;2.17;0.125;0.326;5.0;NO;2;3;Circular;;;
TPL-120;82;10.25;260.35;59.944;39.878;2.36;1.57;0.125;0.137;10.0;NO;3;6;Rectangu;Redondas;;
TPL-121;69;8.625;219.075;38.1;23.876;1.5;0.94;0.125;0.138;10.27;NO;6;8;Rectangu;Redondas;;
TPL-122;69;8.625;219.075;88.9;31.75;3.5;1.25;0.125;0.187;4.92;SI;1;6;Rectangu;Rectas;;
TPL-123;75;9.375;238.125;25.4;76.2;1.0;3.0;0.125;0.125;9.84;NO;8;3;Rectangu;Redondas;;
TPL-124;72;9.0;228.6;54.102;25.4;2.13;1.0;0.125;0.125;4.0;SI;1;8;Rectangu;Redondas;;
TPL-125;82;10.25;260.35;76.2;127.0;3.0;5.0;0.125;0.125;9.84;NO;3;2;Rectangu;Redondas;;
TPL-126;97;12.125;307.975;76.2;147.828;3.0;5.82;0.0;0.23;4.0;NO;1;2;Rectangu;Redondas;;
TPL-127;65;8.125;206.375;28.702;25.4;1.13;1.0;0.125;0.156;3.94;NO;3;7;Rectangu;Redondas;;
TPL-128;68;8.5;215.9;50.8;50.8;2.0;2.0;0.125;0.125;10.0;NO;4;4;;;;
TPL-129;60;7.5;190.5;67.31;180.34;2.65;7.1;0.125;0.43;7.8;NO;2;1;Especial;;;
TPL-130;72;9.0;228.6;34.925;25.4;1.375;1.0;0.125;0.125;5.0;NO;5;8;Rectangu;Redondas;;
TPL-131;60;7.5;190.5;27.94;177.8;1.1;7.0;0.125;0.5;3.94;NO;3;1;Especial;;;
TPL-132;88;11.0;279.4;62.992;87.884;2.48;3.46;0.125;0.21;6.0;NO;2;3;Rectangu;Redondas;;
TPL-133;75;9.375;238.125;62.992;76.2;2.48;3.0;0.125;0.125;6.0;NO;2;3;Rectangu;Redondas;;
TPL-134;65;8.125;206.375;64.008;99.822;2.52;3.93;0.125;0.125;8.5;NO;3;2;Rectangu;Redondas;;
TPL-135;68;8.5;215.9;25.4;39.878;1.0;1.57;0.125;0.13;8.5;NO;3;3;;;;
TPL-136;98;12.25;311.15;78.994;151.892;3.11;5.98;0.125;0.13;7.8;NO;2;2;Rectangu;Redondas;;
TPL-137;88;11.0;279.4;66.802;134.874;2.63;5.31;0.125;0.197;9.0;NO;3;2;Rectangu;Redondas;;
TPL-138;90;11.25;285.75;65.024;133.858;2.56;5.27;0.125;0.35;9.0;NO;2;2;Rectangu;Redondas;;
TPL-139;79;9.875;250.825;84.836;80.01;3.34;3.15;0.125;0.137;8.0;NO;2;3;Especial;;;
TPL-140;78;9.75;247.65;25.4;38.1;1.0;1.5;0.125;0.125;9.84;NO;8;6;Rectangu;Redondas;;
TPL-141;72;9.0;228.6;50.8;25.4;2.0;1.0;0.125;0.125;4.0;NO;4;8;Rectangu;Rectas;;
TPL-142;72;9.0;228.6;25.4;53.975;1.0;2.125;0.125;0.125;3.94;NO;3;4;;;;
TPL-143;82;10.25;260.35;78.994;225.984;3.11;8.897;0.25;1.254;7.25;NO;2;1;Especial;Rectas;;
TPL-144;69;8.625;219.075;35.052;40.894;1.38;1.61;0.125;0.125;3.55;NO;2;5;Rectangu;Redondas;;
TPL-145;72;9.0;228.6;38.1;25.4;1.5;1.0;0.125;0.125;8.5;NO;5;8;Rectangu;Redondas;;
TPL-146;56;6.938;176.213;21.844;32.004;0.86;1.26;0.125;0.125;3.54;NO;3;5;;;;
TPL-147;72;9.0;228.6;127.0;50.8;5.0;2.0;0.0;0.25;5.5;NO;1;4;Especial;;;
TPL-148;76;9.5;241.3;89.916;44.958;3.54;1.77;0.0;0.13;4.25;NO;1;5;Especial;;;
TPL-149;81;10.125;257.175;25.4;28.956;1.0;1.14;0.125;0.125;9.84;NO;8;8;;;;
TPL-150;72;9.0;228.6;76.2;25.4;3.0;1.0;0.125;0.125;9.84;NO;3;8;Rectangu;Redondas;;
TPL-151;74;9.25;234.95;94.996;69.088;3.74;2.72;0.0;0.37;4.5;NO;1;3;Rectangu;Redondas;;
TPL-152;122;15.25;387.35;50.8;189.992;2.0;7.48;0.125;0.13;4.92;NO;2;2;Rectangu;Redondas;;
TPL-153;65;8.125;206.375;69.85;62.992;2.75;2.48;0.125;0.25;3.54;NO;1;3;Especial;;;
TPL-154;79;9.875;250.825;18.999;120.904;0.748;4.76;0.125;0.177;5.0;NO;5;2;Rectangu;Redondas;;
TPL-155;70;8.75;222.25;43.942;28.194;1.73;1.11;0.125;0.14;4.92;NO;2;7;Rectangu;Rectas;;
TPL-156;72;9.0;228.6;54.102;25.4;2.13;1.0;0.125;0.125;4.92;NO;2;8;Rectangu;Redondas;;
TPL-157;65;8.125;206.375;88.9;203.2;3.5;8.0;0.0;0.125;4.25;NO;1;1;Rectangu;Rectas;;
TPL-158;88;11.0;279.4;50.8;88.9;2.0;3.5;0.125;0.17;4.92;NO;2;3;Rectangu;Rectas;;
TPL-159;84;10.5;266.7;151.892;84.836;5.98;3.34;0.0;0.16;7.0;NO;1;3;Especial;;;
TPL-160;66;8.25;209.55;50.8;48.006;2.0;1.89;0.125;0.175;5.11;NO;2;4;Cuadrado;Redondas;;
TPL-161;76;9.5;241.3;80.01;44.958;3.15;1.77;0.125;0.13;7.25;NO;2;5;Rectangu;Redondas;;
TPL-162;84;10.5;266.7;101.6;50.8;4.0;2.0;0.125;0.1;4.75;NO;1;5;Rectangu;Redondas;;
TPL-163;76;9.5;241.3;88.9;56.388;3.5;2.22;0.125;0.155;4.25;NO;1;4;Rectangu;Redondas;;
TPL-164;97;12.125;307.975;146.964;146.964;5.786;5.786;0.0;0.265;7.0;NO;1;2;Circular;;;
TPL-165;73;9.125;231.775;35.052;35.052;1.38;1.38;0.125;0.14;9.84;NO;6;6;Cuadrado;Rectas;;
TPL-166;72;9.0;228.6;27.94;109.982;1.1;4.33;0.125;0.16;4.92;NO;3;2;Rectangu;Redondas;;
TPL-167;78;9.75;247.65;80.01;38.1;3.15;1.5;0.125;0.125;7.25;SI;2;6;Especial;;;
TPL-168;65;8.125;206.375;95.25;65.024;3.75;2.56;0.0;0.15;8.25;NO;2;3;Rectangu;Redondas;;
TPL-169;60;7.5;190.5;41.91;41.91;1.65;1.65;0.125;0.225;5.0;NO;2;4;Circular;;;
TPL-170;66;8.25;209.55;38.1;101.6;1.5;4.0;0.125;0.125;4.72;NO;2;2;Especial;;;
TPL-171;69;8.625;219.075;38.1;209.55;1.5;8.25;0.0;0.41;4.92;NO;2;1;Rectangu;Rectas;;
TPL-172;114;14.25;361.95;30.988;176.784;1.22;6.96;0.125;0.15;5.0;NO;3;2;Rectangu;Redondas;;
TPL-173;75;9.375;238.125;76.2;76.2;3.0;3.0;0.125;0.125;9.84;NO;1;3;Cuadrado;Redondas;SI;
TPL-174;84;10.5;266.7;57.404;85.09;2.26;3.35;0.125;0.15;5.5;NO;2;3;Rectangu;Redondas;;
TPL-175;114;14.25;361.95;38.1;177.8;1.5;7.0;0.125;0.125;3.93;NO;2;2;;;;
TPL-176;98;12.25;311.15;63.5;152.4;2.5;6.0;0.125;0.125;3.3;NO;1;2;Rectangu;Rectas;;
TPL-177;66;8.25;209.55;28.448;31.75;1.12;1.25;0.125;0.125;3.3;NO;2;6;Rectangu;Rectas;;
TPL-178;104;13.0;330.2;32.004;157.988;1.26;6.22;0.125;0.27;3.94;NO;2;2;Rectangu;Redondas;;
TPL-179;76;9.5;241.3;50.8;30.988;2.0;1.22;0.125;0.14;4.92;NO;2;7;Rectangu;Rectas;;
TPL-180;74;9.25;234.95;50.8;29.972;2.0;1.18;0.125;0.142;4.92;NO;2;7;Ovalada;;;
TPL-181;74;9.25;234.95;76.2;114.3;3.0;4.5;0.125;0.135;8.5;NO;2;2;Rectangu;Rectas;;
TPL-182;108;13.5;342.9;139.7;165.1;5.5;6.5;0.125;0.25;8.0;NO;1;2;Rectangu;Rectas;;
TPL-183;60;7.5;190.5;120.904;59.944;4.76;2.36;0.125;0.14;6.0;NO;1;3;Especial;;;
TPL-184;74;9.25;234.95;50.8;109.474;2.0;4.31;0.125;0.31;4.92;NO;2;2;Rectangu;Redondas;;
TPL-185;76;9.5;241.3;142.875;53.975;5.625;2.125;0.125;0.25;6.5;NO;1;4;Especial;;;
TPL-186;99;12.375;314.325;50.8;101.6;2.0;4.0;0.125;0.125;4.92;NO;2;3;Rectangu;Redondas;;
TPL-187;72;9.0;228.6;69.85;109.982;2.75;4.33;0.125;0.16;3.93;NO;1;2;Rectangu;Rectas;;
TPL-188;71;8.875;225.425;64.008;24.892;2.52;0.98;0.125;0.13;8.75;NO;3;8;Rectangu;Rectas;;
TPL-189;70;8.75;222.25;39.878;39.878;1.57;1.57;0.125;0.18;4.92;NO;2;5;Circular;;NO;
TPL-190;102;12.75;323.85;101.6;50.8;4.0;2.0;0.125;0.125;8.625;NO;2;6;Rectangu;Rectas;;
TPL-191;75;9.375;238.125;34.798;44.45;1.37;1.75;0.125;0.125;9.84;NO;6;5;Rectangu;Redondas;;
TPL-192;76;9.5;241.3;84.836;57.15;3.34;2.25;0.125;0.125;9.84;NO;2;4;Rectangu;Redondas;;
TPL-193;65;8.125;206.375;33.782;64.77;1.33;2.55;0.125;0.16;4.92;SI;3;3;Rectangu;Redondas;;
TPL-194;75;9.375;238.125;34.925;115.824;1.375;4.56;0.125;0.125;5.0;NO;3;2;Rectangu;Redondas;;
TPL-195;102;12.75;323.85;38.1;50.8;1.5;2.0;0.125;0.125;9.84;NO;5;6;Rectangu;Redondas;;
TPL-196;73;9.125;231.775;25.4;35.281;1.0;1.389;0.125;0.132;10.0;NO;8;1;Rectangu;Redondas;;
TPL-197;102;12.75;323.85;76.2;50.8;3.0;2.0;0.125;0.125;10.0;NO;3;6;Rectangu;Redondas;;
TPL-198;60;7.5;190.5;63.5;165.1;2.5;6.5;0.25;1.0;6.5;NO;2;1;Rectangu;Rectas;;
TPL-199;74;9.25;234.95;63.5;228.6;2.5;9.0;0.25;0.25;6.5;NO;2;1;Rectangu;Rectas;;
TPL-200;78;9.75;247.65;50.8;241.3;2.0;9.5;0.0;0.25;3.31;NO;1;1;Rectangu;Rectas;;
TPL-201;98;12.25;311.15;76.2;152.4;3.0;6.0;0.125;0.125;3.94;NO;1;2;Rectangu;Redondas;NO;
TPL-202;86;10.75;273.05;50.8;265.43;2.0;10.45;0.125;0.22;3.3;NO;1;1;Rectangu;Rectas;;
TPL-203;70;8.75;222.25;31.75;107.95;1.25;4.25;0.125;0.125;6.0;NO;4;2;Rectangu;Rectas;;
TPL-204;74;9.25;234.95;76.2;228.6;3.0;9.0;0.125;0.25;4.0;NO;1;1;Rectangu;Redondas;;
TPL-205;84;10.5;266.7;41.275;41.275;1.625;1.625;0.125;0.125;4.5;NO;2;6;Circular;;;
TPL-206;72;9.0;228.6;38.1;25.4;1.5;1.0;0.125;0.125;8.625;NO;5;8;;;;
TPL-207;72;9.0;228.6;72.898;72.898;2.87;2.87;0.125;0.125;3.75;NO;1;3;Cuadrado;Redondas;;
TPL-208;82;10.25;260.35;91.948;60.96;3.62;2.4;0.125;0.16;4.5;NO;1;4;Rectangu;Redondas;;
TPL-209;78;9.75;247.65;50.8;38.1;2.0;1.5;0.125;0.125;9.0;NO;4;6;Rectangu;Redondas;;
TPL-210;88;11.0;279.4;50.8;38.1;2.0;1.5;0.0;0.2;5.0;NO;1;1;Rectangu;Rectas;;
TPL-211;75;9.375;238.125;101.6;76.2;4.0;3.0;0.125;0.125;8.625;NO;2;3;Rectangu;Redondas;;
TPL-212;75;9.375;238.125;19.05;115.062;0.75;4.53;0.125;0.15;4.5;NO;4;2;Rectangu;Redondas;;
TPL-213;65;8.125;206.375;84.836;199.898;3.34;7.87;0.125;0.25;4.25;NO;1;1;Especial;Rectas;;
TPL-214;72;9.0;228.6;50.8;25.4;2.0;1.0;0.125;0.125;4.92;NO;2;8;Rectangu;Redondas;;
TPL-215;60;7.5;190.5;78.994;131.826;3.11;5.19;0.125;2.27;3.94;NO;1;1;Rectangu;Rectas;;
TPL-216;84;10.5;266.7;38.1;130.302;1.5;5.13;0.125;0.125;3.94;NO;2;2;Rectangu;Rectas;;
TPL-217;72;9.0;228.6;76.2;226.06;3.0;8.9;0.125;0.125;3.94;NO;1;1;Especial;Redondas;;
TPL-218;72;9.0;228.6;65.024;34.95;2.56;1.376;0.125;0.125;6.0;NO;2;6;Rectangu;Redondas;;
TPL-219;72;9.0;228.6;76.2;25.4;3.0;1.0;0.125;0.125;9.84;NO;3;8;Rectangu;Redondas;;
TPL-220;75;9.375;238.125;28.575;12.7;1.125;0.5;0.125;0.125;9.84;NO;7;15;Rectangu;Redondas;;
TPL-221;65;8.125;206.375;75.946;193.04;2.99;7.6;0.125;0.5;3.94;NO;1;1;Rectangu;Rectas;;
TPL-222;97;12.125;307.975;73.66;149.86;2.9;5.9;0.125;0.175;3.94;NO;1;2;Rectangu;Rectas;;
TPL-223;98;12.25;311.15;84.836;152.4;3.34;6.0;0.125;0.14;3.94;NO;1;2;Especial;Redondas;;
TPL-224;74;9.25;234.95;27.94;22.86;1.1;0.9;0.125;0.128;4.0;NO;3;9;Rectangu;Rectas;;
TPL-225;76;9.5;241.3;27.94;16.764;1.1;0.66;0.125;0.132;4.5;NO;3;12;Rectangu;Redondas;;
TPL-226;72;9.0;228.6;50.8;25.4;2.0;1.0;0.125;0.125;9.84;NO;4;8;Rectangu;Redondas;;
TPL-227;87;10.875;276.225;48.26;88.9;1.9;3.5;0.125;0.125;4.92;SI;2;3;Especial;Redondas;;
TPL-228;98;12.25;311.15;31.75;151.892;1.25;5.98;0.125;0.13;5.0;NO;3;2;;;;
TPL-229;75;9.375;238.125;76.2;76.2;3.0;3.0;0.125;0.125;3.94;NO;1;3;Especial;;;
TPL-230;98;12.25;311.15;71.12;152.4;2.8;6.0;0.125;0.125;3.94;NO;1;2;Rectangu;Rectas;;
TPL-231;108;13.5;342.9;76.2;167.64;3.0;6.6;0.125;0.15;3.94;NO;1;2;Especial;Variadas;;
TPL-232;60;7.5;190.5;76.2;184.15;3.0;7.25;0.125;0.25;3.94;NO;1;1;Rectangu;Rectas;;
TPL-233;110;13.75;349.25;76.2;171.704;3.0;6.76;0.125;0.125;3.94;NO;1;2;Especial;Variadas;;
TPL-234;72;9.0;228.6;99.822;72.898;3.93;2.87;0.125;0.125;4.75;NO;1;3;Especial;;;
TPL-235;96;12.0;304.8;39.878;149.606;1.57;5.89;0.125;0.125;6.0;NO;3;2;Rectangu;Redondas;;
TPL-236;79;9.875;250.825;59.944;80.01;2.36;3.15;0.125;0.14;3.31;NO;1;3;Especial;Variadas;;
TPL-237;87;10.875;276.225;25.4;88.9;1.0;3.5;0.125;0.125;3.33;NO;2;3;Rectangu;Redondas;;
TPL-238;74;9.25;234.95;19.812;19.812;0.78;0.78;0.125;0.145;4.0;NO;3;10;Circular;;;
TPL-239;98;12.25;311.15;50.8;152.4;2.0;6.0;0.125;0.125;4.92;NO;2;2;Rectangu;Rectas;;
TPL-240;82;10.25;260.35;50.8;127.0;2.0;5.0;0.125;0.125;4.92;NO;2;2;Rectangu;Rectas;;
TPL-241;72;9.0;228.6;43.942;24.892;1.73;0.98;0.125;0.125;4.92;NO;2;8;Rectangu;Rectas;;
TPL-242;90;11.25;285.75;101.6;139.7;4.0;5.5;0.125;0.125;9.0;NO;2;2;Rectangu;Redondas;;
TPL-243;76;9.5;241.3;44.45;57.15;1.75;2.25;0.125;0.125;3.94;NO;2;4;Rectangu;Redondas;;
TPL-244;69;8.625;219.075;33.02;33.02;1.3;1.3;0.125;0.138;4.0;NO;2;6;Cuadrado;Redondas;;
TPL-245;72;9.0;228.6;30.48;25.4;1.2;1.0;0.125;0.125;4.92;SI;3;8;Rectangu;Redondas;;
TPL-246;71;8.875;225.425;25.4;28.956;1.0;1.14;0.125;0.128;9.84;NO;8;7;Rectangu;Rectas;;
TPL-247;84;10.5;266.7;50.013;129.997;1.969;5.118;0.125;0.125;4.92;NO;2;2;Rectangu;Rectas;;
TPL-248;76;10.5;266.7;50.013;129.997;3.15;1.78;0.125;0.125;7.25;NO;2;5;Especial;Variadas;;
TPL-249;60;7.5;190.5;67.31;180.34;2.65;7.1;0.125;0.43;3.55;NO;1;1;Especial;Rectas;;
TPL-250;60;7.5;190.5;67.31;180.34;2.65;7.1;0.125;0.43;3.55;NO;1;1;;;;
TPL-251;82;10.25;260.35;76.2;127.0;3.0;5.0;0.125;0.125;3.94;NO;1;2;Rectangu;Rectas;;
TPL-252;82;10.25;260.35;48.006;39.878;1.89;1.57;0.125;0.138;7.0;NO;3;6;Especial;Variadas;;
TPL-253;74;9.25;234.95;76.2;227.838;3.0;8.97;0.125;0.32;3.94;NO;1;1;Especial;Rectas;;
TPL-254;104;13.0;330.2;85.852;158.75;3.38;6.25;0.125;0.25;4.0;NO;1;2;Rectangu;Rectas;;
TPL-255;108;13.5;342.9;60.452;165.1;2.38;6.5;0.125;0.26;3.5;NO;1;2;Rectangu;Rectas;;
TPL-256;72;9.0;228.6;45.974;42.418;1.81;1.67;0.125;0.13;3.94;NO;2;5;Rectangu;Redondas;;
TPL-257;72;9.0;228.6;39.878;25.4;1.57;1.0;0.125;0.125;3.94;NO;2;8;Rectangu;Redondas;;
TPL-258;60;7.5;190.5;44.958;59.944;1.77;2.36;0.125;0.14;4.25;NO;2;3;Especial;Variadas;;
TPL-259;79;9.875;250.825;19.812;27.94;0.78;1.1;0.125;0.135;3.94;NO;4;8;Ovalada;;;
TPL-260;82;10.25;260.35;48.768;83.058;1.92;3.27;0.125;0.15;4.75;NO;2;3;Rectangu;Redondas;;
TPL-261;78;9.75;247.65;64.008;38.1;2.52;1.5;0.125;0.125;5.5;NO;2;6;Rectangu;Redondas;;
TPL-262;65;8.125;206.375;25.4;203.2;1.0;8.0;0.125;0.125;3.75;NO;3;1;Rectangu;Rectas;;
TPL-263;97;12.125;307.975;39.624;47.752;1.56;1.88;0.125;0.145;4.25;NO;2;6;Especial;Variadas;;
TPL-264;85;10.625;269.875;38.1;50.8;1.5;2.0;0.125;0.125;5.5;NO;3;5;Rectangu;Redondas;;
TPL-265;90;11.25;285.75;63.5;133.35;2.5;5.25;0.125;0.38;3.3;NO;1;2;Rectangu;Rectas;;
TPL-266;90;11.25;285.75;69.85;139.7;2.75;5.5;0.125;0.13;3.54;NO;1;2;Rectangu;Rectas;;
TPL-267;108;13.5;342.9;31.75;166.878;1.25;6.57;0.125;0.18;4.92;NO;3;2;Rectangu;Rectas;;
TPL-268;114;14.25;361.95;31.75;177.8;1.25;7.0;0.125;0.18;4.92;NO;3;2;Rectangu;Rectas;;
TPL-269;60;7.5;190.5;50.8;177.8;2.0;7.0;0.125;0.14;4.25;NO;2;1;Especial;Variadas;;
TPL-270;98;12.25;311.15;101.6;70.104;4.0;2.76;0.125;0.125;4.92;NO;2;4;Rectangu;Rectas;;
TPL-271;70;8.75;222.25;107.95;68.834;4.25;2.71;0.125;0.125;4.92;NO;1;3;Rectangu;Redondas;;
TPL-272;75;9.375;238.125;76.2;184.15;3.0;7.25;0.125;0.25;4.5;NO;1;1;Rectangu;Redondas;;
TPL-273;98;12.25;311.15;76.2;152.4;3.0;6.0;0.125;0.125;3.94;NO;1;2;Rectangu;Redondas;;
TPL-274;98;12.25;311.15;101.6;152.4;4.0;6.0;0.125;0.125;5.0;NO;1;2;Rectangu;Rectas;;
TPL-275;76;9.5;241.3;74.168;72.898;2.92;2.87;0.125;0.296;6.5;NO;2;3;Rectangu;Rectas;NO;
TPL-276;72;9.0;228.6;50.8;25.4;2.0;1.0;0.0;0.0;5.0;NO;2;9;Rectangu;Rectas;;
TPL-277;104;13.0;330.2;56.896;104.902;2.24;4.13;0.125;0.2;4.92;NO;1;3;Especial;Redondas;;
TPL-278;76;9.5;241.3;80.01;56.896;3.15;2.24;0.125;0.135;3.93;NO;1;4;Especial;Redondas;;
TPL-279;68;8.5;215.9;101.6;209.55;4.0;8.25;0.125;0.25;8.625;SI;2;1;Rectangu;Redondas;;
TPL-280;65;8.125;206.375;64.516;195.58;2.54;7.7;0.125;0.425;5.75;NO;2;1;Rectangu;Rectas;;
TPL-281;74;9.25;234.95;76.2;228.6;3.0;9.0;0.125;0.25;3.93;NO;1;1;Rectangu;Rectas;;
TPL-282;76;9.5;241.3;50.8;57.15;2.0;2.25;0.125;0.125;4.92;NO;2;4;Rectangu;Redondas;NO;TROQUELES FLEXIBLES CUADRADOS Y RECTANGULARES
TPL-283;87;10.875;276.225;69.85;88.9;2.75;3.5;0.125;0.125;4.92;SI;1;3;Rectangu;Rectas;;
TPL-284;60;7.5;190.5;100.076;59.944;3.94;2.36;0.125;0.14;4.92;NO;1;3;Especial;Rectas;;
TPL-285;65;8.125;206.375;63.5;63.5;2.5;2.5;0.125;0.208;3.31;NO;1;3;Especial;Redondas;;
TPL-286;65;8.125;206.375;86.7;86.7;3.413;3.413;0.197;0.125;3.31;NO;1;3;Especial;Redondas;;
TPL-287;90;11.25;285.75;39.116;136.906;1.54;5.39;0.125;0.235;4.0;NO;2;2;Rectangu;Rectas;;
TPL-288;108;13.5;342.9;45.72;165.1;1.8;6.5;0.125;0.25;4.92;NO;2;2;Rectangu;Rectas;;
TPL-289;70;8.75;222.25;45.974;28.702;1.81;1.13;0.125;0.125;6.5;NO;3;7;Rectangu;Redondas;;
TPL-290;74;9.25;234.95;46.0;30.0;1.811;1.181;0.125;0.14;4.92;NO;2;7;Rectangu;Redondas;;
TPL-291;76;9.5;241.3;86.716;77.257;3.414;3.042;0.197;0.125;4.25;NO;2;3;Especial;Redondas;;
TPL-292;78;9.75;247.65;149.86;244.475;5.9;9.625;0.197;0.125;7.0;NO;1;1;Rectangu;Redondas;;
TPL-293;82;10.25;260.35;44.45;127.0;1.75;5.0;0.125;0.125;3.0;NO;1;2;Rectangu;Redondas;;
TPL-294;98;12.25;311.15;78.74;152.4;3.1;6.0;0.125;0.125;10.0;NO;1;2;Rectangu;Rectas;NO;
TPL-295;97;12.125;307.975;150.0;150.012;5.906;5.906;0.125;0.157;6.75;NO;1;2;Rectangu;Redondas;;
TPL-296;69;8.625;219.075;29.972;23.876;1.18;0.94;0.125;0.138;6.75;NO;2;8;Rectangu;Rectas;;
TPL-297;72;9.0;228.6;18.0;21.0;0.709;0.827;0.125;0.173;4.0;NO;4;9;Rectangu;Rectas;;
TPL-298;104;13.0;330.2;70.0;162.0;2.756;6.378;0.197;0.125;3.75;NO;1;2;Rectangu;Redondas;;
TPL-299;68;8.5;215.9;77.724;39.624;3.06;1.56;0.125;0.14;10.0;NO;3;5;Rectangu;Rectas;;
TPL-300;60;7.5;190.5;22.5;180.0;0.886;7.087;0.256;0.413;4.25;NO;3;1;Rectangu;Rectas;;
TPL-301;60;7.5;190.5;32.0;41.5;1.26;1.634;0.236;0.236;6.75;SI;4;4;Rectangu;Rectas;;
TPL-302;87;10.875;276.225;11.0;133.5;0.433;5.256;0.217;0.182;4.5;NO;5;2;Rectangu;Redondas;;
TPL-303;99;12.375;314.325;13.0;153.0;0.512;6.024;0.236;0.164;4.75;NO;5;2;Rectangu;Rectas;;
TPL-304;82;10.25;260.35;32.0;124.0;1.26;4.882;0.256;0.243;3.75;NO;2;2;Rectangu;Redondas;;
TPL-305;93;11.625;295.275;18.0;18.0;0.709;0.709;0.256;0.256;4.75;NO;4;6;Circular;;;
TPL-306;97;12.125;307.975;25.0;150.0;0.984;5.906;0.236;0.157;4.5;NO;3;2;Rectangu;Redondas;;
TPL-307;98;12.25;311.15;25.0;152.0;0.984;5.984;0.256;0.141;4.75;NO;3;2;Rectangu;Rectas;;
TPL-308;87;10.875;276.225;40.0;40.0;1.575;1.575;0.236;0.236;4.25;NO;2;6;Circular;;;
TPL-309;78;9.75;247.65;56.0;56.0;2.205;2.205;0.236;0.233;5.75;NO;2;4;Circular;;;
