codigo_troquel;cilindro;repeat_in;repeat_mm;ancho_mm;largo_mm;ancho_in;largo_in;gap_ancho;gap_avance;ancho_banda;precorte_integrado;cavidades_ancho;cavidades_avance;forma;esquinas;precorte_entre_cavidades;familia_troquel
TPL-310;114;14.25;361.95;32.0;178.0;1.26;7.008;0.236;0.117;3.75;NO;2;2;Rectangu;Rectas;;
TPL-311;82;10.25;260.35;30.0;127.0;1.181;5.0;0.256;0.125;3.75;NO;2;2;Rectangu;Redondas;;
TPL-312;82;10.25;260.35;25.0;127.0;0.984;5.0;0.236;0.125;4.5;NO;3;2;Rectangu;Rectas;;
TPL-313;98;12.25;311.15;28.0;152.0;1.102;5.984;0.157;0.141;4.5;NO;3;2;Rectangu;Redondas;;
TPL-314;88;11.0;279.4;30.0;136.0;1.181;5.354;0.177;0.146;4.75;NO;3;2;Rectangu;Redondas;;
TPL-315;82;10.25;260.35;25.0;127.0;0.984;5.0;0.236;0.125;4.5;NO;3;2;Rectangu;Redondas;;
TPL-316;84;10.5;266.7;21.0;130.0;0.827;5.118;0.236;0.132;4.0;NO;3;2;Rectangu;Redondas;;
TPL-317;80;10.0;254.0;25.0;25.0;0.984;0.984;0.197;0.276;4.25;NO;3;8;Circular;;;
TPL-318;75;9.375;238.125;15.0;115.0;0.591;4.528;0.197;0.16;4.0;NO;4;2;Rectangu;Redondas;;
TPL-319;77;9.625;244.475;20.0;115.0;0.787;4.528;0.197;0.285;4.75;NO;4;2;Rectangu;Redondas;;
TPL-320;91;11.375;288.925;13.0;140.0;0.512;5.512;0.236;0.176;3.75;NO;4;2;Rectangu;Redondas;;
TPL-321;60;7.5;190.5;78.0;156.0;3.071;6.142;0.125;1.358;3.93;NO;1;1;Rectangu;Redondas;;
TPL-322;88;11.0;279.4;135.0;270.0;5.315;10.63;0.125;0.37;6.25;NO;1;1;Rectangu;Semi Redon;;
TPL-323;76;9.5;241.3;177.0;77.26;6.969;3.042;0.197;0.125;8.0;NO;1;3;Especial;Redondas;;
TPL-324;90;11.25;285.75;78.0;92.0;3.071;3.622;0.197;0.125;4.0;NO;1;3;Especial;Redondas;;
TPL-325;99;12.375;314.325;120.65;101.6;4.75;4.0;0.197;0.125;5.75;NO;1;3;Especial;Redondas;;
TPL-326;99;12.375;314.325;76.2;101.6;3.0;4.0;0.125;0.125;10.25;NO;3;3;Rectangu;Rectas;;
TPL-327;72;9.0;228.6;31.75;22.35;1.25;0.88;0.125;0.125;8.625;NO;6;9;Rectangu;Redondas;;
TPL-328;65;8.125;206.375;101.6;203.2;4.0;8.0;0.125;0.125;4.92;NO;1;1;Rectangu;Redondas;;
TPL-329;122;15.25;387.35;115.88;190.5;4.562;7.5;0.197;0.125;5.5;NO;1;2;Rectangu;Redondas;;
TPL-330;96;12.0;304.8;109.98;149.22;4.33;5.875;0.197;0.125;5.25;NO;1;2;Rectangu;Redondas;;
TPL-331;99;12.375;314.325;49.0;101.6;1.929;4.0;0.197;0.125;5.25;NO;2;3;Rectangu;Redondas;;
TPL-332;114;14.25;361.95;173.0;160.0;6.811;6.299;0.125;0.826;7.75;NO;1;2;Especial;Redondas;;
TPL-333;75;9.375;238.125;76.2;76.2;3.0;3.0;0.125;0.125;3.92;NO;1;3;Cuadrado;Redondas;;
TPL-334;76;9.5;241.3;75.0;45.0;2.953;1.772;0.125;0.128;3.92;NO;1;5;Cuadrado;Rectas;;
TPL-335;88;11.0;279.4;55.0;90.0;2.165;3.543;0.125;0.123;4.92;NO;2;3;Cuadrado;Rectas;;
TPL-336;74;9.25;234.95;46.0;30.0;1.811;1.181;0.125;0.14;4.92;NO;2;7;Rectangu;Redondas;;
TPL-337;76;9.5;241.3;152.5;238.0;6.004;9.37;0.125;0.13;7.0;NO;1;1;Rectangu;Redondas;;
TPL-338;90;11.25;285.75;135.0;270.0;5.315;10.89;0.125;0.36;6.25;NO;1;1;Rectangu;Semi Redon;;
TPL-339;60;7.5;190.5;59.0;60.0;2.323;2.362;0.125;0.14;3.27;NO;1;3;Especial;Redondas;;
TPL-340;60;7.5;190.5;45.3;60.33;1.783;2.375;0.125;0.125;10.25;NO;5;3;Ovalo;;;
TPL-341;84;10.5;266.7;89.916;130.048;3.54;5.12;0.125;0.13;4.5;NO;1;2;Rectangu;Rectas;;
TPL-342;74;9.25;234.95;65.035;114.3;2.56;4.5;0.125;0.125;4.0;NO;1;2;Rectangu;Redondas;;
TPL-343;96;12.0;304.8;38.1;101.6;1.5;4.0;0.0;0.0;4.0;SI;2;3;Especial;Especiales;;
TPL-344;96;12.0;304.8;38.1;101.6;1.5;4.0;0.0;0.0;4.0;SI;2;3;Rectangu;Redondas;;
TPL-345;68;8.5;215.9;101.6;9.525;4.0;0.375;0.125;0.125;4.92;NO;1;17;Rectangu;Redondas;;
TPL-346;72;9.0;228.6;10.0;30.0;0.394;1.181;0.125;0.319;4.92;NO;2;6;Rectangu;Redondas;;
TPL-347;75;9.375;238.125;50.8;76.2;2.0;3.0;0.125;0.125;5.0;NO;2;3;Ovalada;;;
TPL-348;75;9.375;238.125;34.925;36.5;1.375;1.437;0.125;0.125;4.0;SI;2;6;Rectangu;Redondas;;
TPL-349;75;9.375;238.125;34.925;36.5;1.375;1.437;0.125;0.126;4.0;NO;2;6;Rectangu;Redondas;;
TPL-350;82;10.25;260.35;19.05;127.0;0.75;5.0;0.125;0.125;5.0;NO;3;2;Rectangu;Rectas;;
TPL-351;72;9.0;228.6;42.95;76.2;1.691;3.0;0.0;0.0;4.125;SI;2;3;Rectangu;Rectas;;
TPL-352;84;10.5;266.7;31.75;263.525;1.25;10.375;0.125;0.125;4.0;NO;2;1;Especial;Rectas;;
TPL-353;75;9.375;238.125;34.925;36.5;1.375;1.437;0.125;0.126;8.625;NO;5;6;Rectangu;Redondas;;
TPL-354;84;10.5;266.7;175.0;260.0;6.89;10.236;0.125;0.264;8.0;NO;1;1;Rectangu;Rectas;;
TPL-355;79;9.875;250.825;55.0;80.0;2.165;3.15;0.125;0.142;3.27;NO;1;3;Rectangu;Rectas;;
TPL-356;90;11.25;285.75;80.0;65.0;3.15;2.559;0.125;0.254;4.0;NO;1;4;Rectangu;Rectas;;
TPL-357;69;8.625;219.075;17.3;50.8;0.681;2.0;0.125;0.156;3.27;NO;3;4;Ovalada;;;
TPL-358;80;10.0;254.0;69.85;123.952;2.75;4.88;0.125;0.125;3.69;NO;1;2;Rectangu;Redondas;;
TPL-359;95;11.875;301.625;95.0;95.0;3.74;3.74;0.125;0.21;4.5;NO;1;3;Circular;;;
TPL-360;90;11.25;285.75;44.0;275.0;1.732;10.827;0.125;0.43;6.5;NO;3;1;Rectangu;Redondas;;
TPL-361;84;10.5;266.7;36.0;63.0;1.417;2.48;0.125;0.145;4.92;SI;2;4;Rectangu;Redondas;;
TPL-362;72;9.0;228.6;50.8;25.4;2.0;1.0;0.125;0.125;4.92;NO;2;8;Rectangu;Rectas;;
TPL-363;79;9.875;250.825;38.5;59.3;1.516;2.335;0.125;0.134;6.0;NO;3;4;Especial;;;
TPL-364;72;9.0;228.6;76.2;25.4;3.0;1.0;0.125;0.125;3.5;NO;1;8;Rectangu;Redondas;;
TPL-365;65;8.125;206.375;90.0;100.0;3.543;3.937;0.125;0.125;4.25;NO;1;2;Rectangu;Redondas;;
TPL-366;70;8.75;222.25;41.275;41.275;1.625;1.625;0.125;0.125;8.625;NO;4;5;Rectangu;Redondas;;
TPL-367;60;7.5;190.5;23.5;15.0;0.925;0.591;0.125;0.158;3.5;NO;2;10;Rectangu;Redondas;;
TPL-368;65;8.125;206.375;99.0;64.0;3.898;2.52;0.125;0.15;4.92;NO;1;3;Rectangu;Rectas;;
TPL-369;98;12.25;311.15;25.4;152.4;1.0;6.0;0.125;0.125;4.92;NO;3;2;Rectangu;Redondas;;
TPL-370;60;7.5;190.5;80.0;35.0;3.15;1.378;0.125;0.125;3.93;NO;1;5;Rectangu;Redondas;;
TPL-371;122;15.25;387.35;90.0;180.5;3.543;7.106;0.125;0.519;4.92;NO;1;2;Rectangu;Redondas;;
TPL-372;108;13.5;342.9;63.5;168.27;2.5;6.625;0.125;0.125;3.94;NO;1;2;Rectangu;Redondas;;
TPL-373;60;7.5;190.5;90.17;186.944;3.55;7.36;0.125;0.14;4.25;NO;1;1;Rectangu;Rectas;;
TPL-374;82;10.25;260.35;110.0;61.91;4.331;2.437;0.197;0.125;5.5;NO;1;4;Rectangu;Redondas;;
TPL-375;66;8.25;209.55;107.95;101.6;4.25;4.0;0.125;0.125;5.0;NO;1;2;Rectangu;Redondas;;
TPL-376;58;7.25;184.15;16.0;24.0;0.63;0.945;0.0;0.0;3.0;NO;4;8;Rectangu;Rectas;;
TPL-377;88;11.0;279.4;101.6;31.75;4.0;1.25;0.125;0.125;8.625;NO;2;8;Rectangu;Redondas;;
TPL-378;60;7.5;190.5;13.0;13.0;0.512;0.512;0.125;0.125;4.31;NO;6;11;Circular;;;
TPL-379;98;12.25;311.15;80.0;100.0;3.15;3.937;0.0;0.146;4.25;NO;1;3;Rectangu;Rectas;;
TPL-380;85;10.625;269.875;60.45;65.0;2.38;2.559;0.0;0.096;3.33;NO;1;4;Rectangu;Rectas;;
TPL-381;84;10.5;266.7;49.25;49.25;1.939;1.939;0.125;0.161;5.0;NO;2;5;Circular;;;
TPL-382;60;7.5;190.5;31.75;12.7;1.25;0.5;0.125;0.125;8.625;NO;6;12;Rectangu;Redondas;;
TPL-383;75;9.375;238.125;101.6;76.2;4.0;3.0;0.125;0.125;9.0;NO;2;3;Rectangu;Rectas;;
TPL-384;90;11.25;285.75;140.0;140.0;5.512;5.512;0.125;0.125;6.5;NO;1;2;Rectangu;Rectas;;
TPL-385;69;8.625;219.075;55.118;13.208;2.17;0.52;0.125;0.144;3.5;NO;1;13;Rectangu;Redondas;;
TPL-386;69;8.625;219.075;50.8;8.89;2.0;0.35;0.125;0.129;3.5;NO;1;18;Rectangu;Redondas;;
TPL-387;78;9.75;247.65;99.06;119.13;3.9;4.69;0.125;0.185;4.92;NO;1;2;Rectangu;Redondas;;
TPL-388;88;11.0;279.4;80.0;65.0;3.15;2.559;0.125;0.191;4.0;NO;1;4;Rectangu;Redondas;;
TPL-389;78;9.75;247.65;38.0;24.0;1.496;0.945;0.125;0.138;5.5;NO;3;9;Rectangu;Redondas;;
TPL-390;98;12.25;311.15;71.12;152.4;2.8;6.0;0.125;0.125;3.69;NO;1;2;Rectangu;Redondas;;
TPL-391;78;9.75;247.65;25.4;120.0;1.0;4.724;0.125;0.125;5.0;NO;4;2;Rectangu;Redondas;;
TPL-392;74;9.25;234.95;19.56;19.56;0.77;0.77;0.125;0.153;3.94;NO;3;10;Rectangu;Redondas;;
TPL-393;66;8.25;209.55;31.75;203.2;1.25;8.0;0.125;0.25;3.94;NO;3;1;Especial;Rectas;;
TPL-394;90;11.25;285.75;92.71;92.71;3.65;3.65;0.125;0.125;4.5;NO;1;3;Circular;;;
TPL-395;72;9.0;228.6;57.15;73.152;2.25;2.88;0.125;0.125;10.0;NO;4;3;Especial;Redondas;;
TPL-396;72;9.0;228.6;102.0;73.06;4.016;2.876;0.125;0.125;9.0;NO;2;3;Especial;Redondas;;
TPL-397;70;8.75;222.25;126.0;69.98;4.961;2.755;0.125;0.166;5.75;NO;1;3;Especial;;;
TPL-398;72;9.0;228.6;38.1;25.4;1.5;1.0;0.125;0.125;10.0;NO;6;8;Rectangu;Redondas;;
TPL-399;86;10.75;273.05;28.0;65.0;1.102;2.559;0.125;0.135;9.84;NO;6;4;Rectangu;Rectas;;
TPL-400;84;10.5;266.7;100.0;85.0;3.937;3.346;0.125;0.155;4.92;NO;1;3;Rectangu;Redondas;;
TPL-401;72;9.0;228.6;34.925;25.4;1.375;1.0;0.125;0.125;5.0;NO;3;8;Rectangu;Rectas;;
TPL-402;78;9.75;247.65;30.226;61.976;1.19;2.44;0.0;0.0;3.0;NO;2;4;Especial;Rectas;;
TPL-403;72;9.0;228.6;31.75;25.4;1.25;1.0;0.125;0.125;6.0;NO;4;8;Rectangu;Redondas;;
TPL-404;76;9.5;241.3;13.0;13.0;0.512;0.512;0.125;0.134;3.0;NO;4;15;Circular;;;
TPL-405;81;10.125;257.175;63.5;25.4;2.5;1.0;0.125;0.125;8.5;NO;3;9;Rectangu;Redondas;;
TPL-406;96;12.0;304.8;69.0;137.0;2.717;5.394;0.0;0.606;3.54;NO;1;2;Rectangu;Redondas;;
TPL-407;72;9.0;228.6;112.75;29.21;4.439;1.15;0.125;0.135;10.0;NO;2;7;Rectangu;Rectas;;
TPL-408;74;9.25;234.95;86.868;22.606;3.42;0.89;0.125;0.138;8.625;NO;2;9;Rectangu;Rectas;;
TPL-409;72;9.0;228.6;35.052;22.098;1.38;0.87;0.125;0.134;10.0;NO;6;9;Rectangu;Redondas;;
TPL-410;65;8.125;206.375;114.3;203.2;4.5;8.0;0.125;0.125;5.0;NO;1;1;Rectangu;Redondas;;
TPL-411;78;9.75;247.65;23.876;23.876;0.94;0.94;0.125;0.146;5.0;NO;4;9;Rectangu;Redondas;;
TPL-412;72;9.0;228.6;31.75;25.4;1.25;1.0;0.125;0.125;8.625;NO;6;8;Rectangu;Redondas;NO;
TPL-413;72;9.0;228.6;25.4;25.4;1.0;1.0;0.125;0.125;4.0;NO;3;8;Circular;;;
TPL-414;99;12.375;314.325;203.2;101.6;8.0;4.0;0.125;0.125;8.625;NO;1;3;Rectangu;Redondas;;
TPL-415;69;8.625;219.075;50.8;109.538;2.0;4.313;0.0;0.0;5.0;NO;2;2;Especial;Redondas;;
TPL-416;72;9.0;228.6;66.802;25.4;2.63;1.0;0.125;0.125;8.625;NO;3;8;Rectangu;Redondas;;
TPL-417;84;10.5;266.7;48.006;62.992;1.89;2.48;0.125;0.145;8.625;NO;4;4;Rectangu;Redondas;;
TPL-418;88;11.0;279.4;50.8;88.9;2.0;3.5;0.125;0.166;8.625;SI;2;3;Especial;Semi Redon;;
TPL-419;65;8.125;206.375;101.6;203.2;4.0;8.0;0.125;0.125;8.625;NO;1;1;Rectangu;Redondas;;
TPL-420;60;7.5;190.5;31.75;16.002;1.25;0.63;0.125;0.125;8.625;NO;6;10;Rectangu;Redondas;;
TPL-421;72;9.0;228.6;101.6;25.4;4.0;1.0;0.125;0.125;8.625;SI;2;8;Rectangu;Redondas;;
TPL-422;66;8.25;209.55;101.6;31.75;4.0;1.25;0.125;0.125;8.625;NO;2;6;Rectangu;Redondas;;
TPL-423;102;12.75;323.85;101.6;101.6;4.0;4.0;0.125;0.25;8.625;NO;2;3;Rectangu;Redondas;;
TPL-424;60;7.5;190.5;50.8;28.575;2.0;1.125;0.125;0.125;4.92;NO;2;6;Rectangu;Redondas;;
TPL-425;78;9.75;247.65;44.45;38.1;1.75;1.5;0.125;0.125;8.625;NO;4;6;Rectangu;Redondas;;
TPL-426;78;9.75;247.65;30.988;31.75;1.22;1.25;0.125;0.142;4.92;NO;3;7;Rectangu;Rectas;;
TPL-427;79;9.875;250.825;40.005;59.004;1.575;2.323;0.125;0.148;4.92;NO;2;4;Ovalado;;;
TPL-428;84;10.5;266.7;44.45;41.402;1.75;1.63;0.125;0.125;4.92;NO;2;6;Rectangu;Rectas;;
TPL-429;75;9.375;238.125;31.75;12.7;1.25;0.5;0.125;0.125;8.625;NO;6;15;Rectangu;Redondas;;
TPL-430;104;13.0;330.2;35.052;159.309;1.38;6.272;0.125;0.228;8.625;NO;3;2;Rectangu;Redondas;;
TPL-431;65;8.125;206.375;152.4;203.2;6.0;8.0;0.125;0.125;6.5;NO;1;1;Rectangu;Rectas;;
TPL-432;76;9.5;241.3;67.005;37.008;2.638;1.457;0.125;0.126;8.625;NO;3;6;Rectangu;Redondas;;
TPL-433;74;9.25;234.95;50.8;74.676;2.0;2.94;0.125;0.146;3.0;NO;1;3;Rectangu;Redondas;;
TPL-434;96;12.0;304.8;35.052;47.752;1.38;1.88;0.125;0.125;10.0;NO;6;6;Rectangu;Redondas;;
TPL-435;60;7.5;190.5;31.75;16.002;1.25;0.63;0.125;0.125;4.5;NO;3;6;Rectangu;Redondas;;
TPL-436;88;11.0;279.4;73.152;35.052;2.88;1.38;0.0;0.0;4.5;NO;1;8;Rectangu;Redondas;;
TPL-437;108;13.5;342.9;180.086;165.1;7.09;6.5;0.125;0.254;8.0;NO;1;2;Rectangu;Redondas;;
TPL-438;84;10.5;266.7;76.2;88.9;3.0;3.5;0.0;0.0;3.5;SI;1;3;Rectangu;Redondas;;
TPL-439;82;10.25;260.35;142.24;254.0;5.6;10.0;0.125;0.25;6.5;SI;1;1;Rectangu;Rectas;;
TPL-440;91;11.375;288.925;63.5;96.309;2.5;3.792;0.125;0.0;3.33;NO;1;3;Rectangu;Redondas;;
TPL-441;75;9.375;238.125;88.9;76.2;3.5;3.0;0.125;0.125;8.0;NO;2;3;Rectangu;Rectas;;
TPL-442;75;9.375;238.125;18.415;79.375;0.725;3.125;0.0;0.0;3.75;SI;4;3;Rectangu;Redondas;;
TPL-443;82;10.25;260.35;44.958;60.808;1.77;2.394;0.125;0.125;5.0;NO;2;4;Ovalo;;;
TPL-444;78;9.75;247.65;73.025;38.1;2.875;1.5;0.125;0.125;3.5;NO;1;6;Especial;Redondas;;
TPL-445;74;9.25;234.95;68.0;55.0;2.677;2.165;0.125;0.148;3.0;NO;1;4;Rectangu;Redondas;;
TPL-446;104;13.0;330.2;64.262;162.052;2.53;6.38;0.125;0.125;3.33;NO;1;2;Rectangu;Rectas;;
TPL-447;82;10.25;260.35;104.902;81.026;4.13;3.19;0.125;0.23;5.0;NO;1;3;Especial;;;
TPL-448;72;9.0;228.6;44.45;25.4;1.75;1.0;0.125;0.125;5.0;NO;2;8;Rectangu;Rectas;;
TPL-449;84;10.5;266.7;129.997;129.997;5.118;5.118;0.125;0.125;6.0;NO;1;2;Rectangu;Rectas;;
TPL-450;84;10.5;266.7;129.997;129.997;5.118;5.118;0.125;0.125;6.0;NO;1;2;Rectangu;Rectas;;
TPL-451;78;9.75;247.65;38.1;38.1;1.5;1.5;0.125;0.125;10.0;NO;6;6;Rectangu;Rectas;;
TPL-452;88;11.0;279.4;14.986;89.916;0.59;3.54;0.079;0.125;4.5;NO;5;3;Rectangu;Redondas;;
TPL-453;74;9.25;234.95;78.74;226.06;3.1;8.9;0.125;0.35;4.0;NO;1;1;Especial;Redondas;;
TPL-454;78;9.75;247.65;44.958;19.05;1.77;0.75;0.125;0.138;7.8;NO;4;11;Rectangu;Redondas;;
TPL-455;88;11.0;279.4;88.9;63.5;2.5;3.5;0.125;0.166;3.5;NO;1;3;Ovalado;;NO;
TPL-456;88;11.0;279.4;30.226;69.85;1.19;2.75;0.125;0.0;4.25;SI;3;4;Rectangu;Rectas;;
TPL-457;90;11.25;285.75;101.6;139.7;4.0;5.5;0.125;0.125;6.5;NO;1;2;Rectangu;Rectas;;
TPL-458;82;10.25;260.35;34.0;127.0;1.339;5.0;0.125;0.125;5.5;NO;3;2;Rectangu;Rectas;;
TPL-459;82;10.25;260.35;76.2;127.0;3.0;5.0;0.125;0.125;3.5;NO;1;2;Rectangu;Redondas;SI;
TPL-460;78;9.75;247.65;22.0;58.0;0.866;2.283;0.125;0.154;9.0;NO;8;4;Rectangu;Redondas;;
TPL-461;98;12.25;311.15;74.93;150.114;2.95;5.91;0.125;0.215;3.75;NO;1;2;Rectangu;Rectas;;
TPL-462;69;8.625;219.075;38.1;69.85;1.5;2.75;0.125;0.125;5.0;NO;3;3;Rectangu;Rectas;;
TPL-463;74;9.25;234.95;109.982;74.93;4.33;2.95;0.125;0.13;5.0;NO;1;3;Rectangu;Rectas;;
TPL-464;90;11.25;285.75;31.75;139.7;1.25;5.5;0.125;0.125;5.0;NO;2;2;Rectangu;Rectas;;
TPL-465;90;11.25;285.75;50.8;25.4;2.0;1.0;0.125;0.125;8.625;NO;4;10;Rectangu;Redondas;;
TPL-466;84;10.5;266.7;50.8;41.402;2.0;1.63;0.125;0.125;8.625;NO;4;6;Rectangu;Redondas;;
TPL-467;72;9.0;228.6;88.9;25.4;3.5;1.0;0.125;0.125;4.0;NO;1;8;Rectangu;Redondas;;
TPL-468;88;11.0;279.4;59.944;65.024;2.36;2.56;0.125;0.19;4.0;NO;2;4;Rectangu;Redondas;;
TPL-469;75;9.375;238.125;42.073;12.7;1.656;0.5;0.125;0.125;5.0;NO;2;15;Rectangu;Redondas;;
TPL-470;74;9.25;234.95;68.0;55.0;2.677;2.165;0.125;0.14;8.625;NO;3;4;Rectangu;Redondas;;
TPL-471;96;12.0;304.8;76.2;101.6;3.0;4.0;0.125;0.0;7.0;SI;1;3;Rectangu;Redondas;;
TPL-472;65;8.125;206.375;47.0;6.0;1.85;0.236;0.125;0.133;3.0;NO;1;22;Rectangu;Redondas;;
TPL-473;114;14.25;361.95;127.0;177.8;5.0;7.0;0.125;0.125;5.75;NO;1;2;Rectangu;Rectas;;
TPL-474;95;11.875;301.625;69.85;39.878;2.75;1.57;0.125;0.126;5.9;NO;2;7;Rectangu;Redondas;;
TPL-475;84;10.5;266.7;76.2;63.5;3.0;2.5;0.125;0.125;4.0;NO;1;4;Rectangu;Redondas;;
TPL-476;108;13.5;342.9;78.74;165.1;3.1;6.5;0.125;0.25;4.0;NO;1;2;Rectangu;Redondas;;
TPL-477;88;11.0;279.4;76.2;134.87;3.0;5.31;0.125;0.197;3.93;NO;1;2;Rectangu;Redondas;;
TPL-478;108;13.5;342.9;76.2;166.37;3.0;6.55;0.125;0.197;3.93;NO;1;2;Rectangu;Redondas;;
TPL-479;104;13.0;330.2;95.0;161.92;3.74;6.375;0.197;0.125;4.75;NO;1;2;Rectangu;Redondas;;
TPL-480;72;9.0;228.6;135.0;225.42;5.315;8.875;0.197;0.125;4.75;NO;1;1;Rectangu;Redondas;;
TPL-481;69;8.625;219.075;135.0;225.42;5.315;8.875;0.125;0.156;8.625;NO;2;4;Rectangu;Rectas;;
TPL-482;97;12.125;307.975;149.86;149.86;5.9;5.9;0.125;0.153;6.5;NO;1;2;Cuadrado;Rectas;;
TPL-483;74;9.25;234.95;65.0;114.3;2.559;4.5;0.125;0.125;3.5;NO;1;2;Especial;Redondas;;
TPL-484;82;10.25;260.35;25.4;25.4;1.0;1.0;0.125;0.139;10.0;NO;8;9;Especial;Redondas;;
TPL-485;84;10.5;266.7;100.076;50.038;3.94;1.97;0.125;0.13;8.625;NO;2;5;Rectangu;Redondas;NO;
TPL-486;75;9.375;238.125;29.972;9.906;1.18;0.39;0.125;0.125;8.625;NO;3;18;Rectangu;Redondas;;
TPL-487;96;12.0;304.8;101.6;152.4;4.0;6.0;0.0;0.0;8.625;SI;2;2;Rectangu;;;
TPL-487-1;96;12.0;304.8;76.2;101.6;3.0;4.0;0.0;0.0;6.75;NO;2;1;Rectangular;;SI;TROQUELES PLANOS
TPL-487-2;96;12.0;304.8;50.8;101.6;2.0;4.0;0.0;0.0;8.625;NO;4;1;Rectangular;;SI;TROQUELES PLANOS
TPL-487-3;96;12.0;304.8;88.9;101.6;3.5;4.0;0.0;0.0;8.625;NO;2;1;Rectangular;;SI;TROQUELES PLANOS
TPL-487-4;96;12.0;304.8;101.6;101.6;4.0;4.0;0.0;0.0;8.625;SI;2;1;Rectangular;;SI;TROQUELES PLANOS
TPL-487-6;96;12.0;304.8;152.4;101.6;6.0;4.0;0.0;0.0;7.0;SI;1;1;Linea;;SI;TROQUELES PLANOS
TPL-488;78;9.75;247.65;50.8;38.1;2.0;1.5;0.125;0.125;5.0;NO;2;6;Rectangu;Redondas;;
TPL-489;88;11.0;279.4;50.8;88.9;2.0;3.5;0.125;0.167;10.0;NO;4;3;Rectangu;Redondas;;
TPL-490;72;9.0;228.6;25.4;12.7;1.0;0.5;0.125;0.141;4.0;NO;3;14;Rectangu;Redondas;;
TPL-491;78;9.75;247.65;44.958;14.986;1.77;0.59;0.125;0.125;10.0;NO;5;14;Rectangu;Redondas;;
TPL-492;69;8.625;219.075;38.1;69.85;1.5;2.75;0.125;0.125;5.0;NO;3;3;Rectangu;Redondas;;
TPL-493;60;7.5;190.5;18.034;57.912;0.71;2.28;0.125;0.125;3.94;NO;4;3;Rectangu;Redondas;;
TPL-494;60;7.5;190.5;38.1;28.702;1.5;1.13;0.125;0.125;7.3;NO;4;6;Rectangu;Rectas;NO;
TPL-495;116;14.5;368.3;95.25;69.85;3.75;2.75;0.125;0.15;8.625;NO;2;5;Rectangu;Redondas;;
TPL-496;104;13.0;330.2;38.1;155.575;1.5;6.125;0.125;0.375;3.92;NO;2;2;Rectangu;Rectas;NO;
TPL-497;66;8.25;209.55;50.8;101.6;2.0;4.0;0.125;0.125;9.0;NO;4;2;Rectangu;Rectas;;
TPL-498;70;8.75;222.25;31.75;19.05;1.25;0.75;0.125;0.125;6.0;NO;4;10;Rectangu;Rectas;;
TPL-499;79;9.875;250.825;14.0;80.01;0.551;3.15;0.125;0.142;3.93;NO;4;3;Rectangu;Rectas;;
TPL-500;84;10.5;266.7;100.076;130.048;3.94;5.12;0.125;0.125;5.0;NO;1;2;Rectangu;Redondas;;
TPL-501;97;12.125;307.975;59.944;150.114;2.36;5.91;0.125;0.152;6.0;NO;2;2;Rectangu;Redondas;NO;
TPL-502;88;11.0;279.4;50.013;89.992;1.969;3.543;0.125;0.125;5.0;NO;2;3;Rectangu;Redondas;;
TPL-503;98;12.25;311.15;59.944;100.076;2.36;3.94;0.125;0.143;6.0;NO;2;3;Rectangu;Redondas;NO;
TPL-504;74;9.25;234.95;69.85;228.6;2.75;9.0;0.125;0.25;3.5;NO;1;1;Rectangu;Redondas;;
TPL-505;61;7.625;193.675;100.076;35.052;3.94;1.38;0.125;0.145;4.92;NO;1;5;Rectangu;Redondas;;
TPL-506;84;10.5;266.7;38.1;130.3;1.5;5.13;0.125;0.13;3.94;NO;2;1;Rectangular;Rectas;NO;TROQUELES PLANOS
TPL-507;96;12.0;304.8;50.8;101.6;2.0;4.0;0.25;0.0;5.0;NO;2;3;Rectangu;;;
LR-223;72;9.0;228.6;16.0;16.0;0.63;0.63;0.125;0.125;3.5;NO;4;12;Circular;;NO;TROQUELES FLEXIBLES CIRCULARES
TPL-509;76;9.5;241.3;123.952;44.958;4.88;1.77;0.125;0.13;5.75;NO;1;5;Rectangu;Redondas;;
TPL-510;72;9.0;228.6;135.128;225.552;5.32;8.88;0.197;0.125;6.25;NO;1;1;Rectangu;Redondas;;
TPL-511;74;9.25;234.95;37.084;29.972;1.46;1.18;0.125;0.14;4.0;NO;2;7;Rectangu;Redondas;;
TPL-512;81;10.125;257.175;53.086;124.968;2.09;4.92;0.125;0.14;4.92;NO;2;2;Rectangu;Redondas;NO;
TPL-513;88;11.0;279.4;88.9;63.5;3.5;2.5;0.125;0.14;4.92;NO;1;2;Rectangu;Redondas;;
TPL-514;96;12.0;304.8;76.2;97.993;3.0;3.858;0.125;0.14;7.3;NO;2;3;Rectangu;Redondas;NO;
TPL-515;96;12.0;304.8;90.0;100.0;3.543;3.937;0.125;0.125;3.5;NO;1;3;Rectangu;Redondas;;
TPL-516;90;11.25;285.75;104.9;92.2;4.13;3.63;0.125;0.125;5.0;NO;1;3;Rectangu;Redondas;;
TPL-517;117;14.625;371.475;209.55;180.09;8.25;7.09;0.125;0.223;9.0;NO;1;2;Rectangu;Redondas;NO;
TPL-518;74;9.25;234.95;70.0;210.0;2.756;8.268;0.125;1.0;3.75;NO;1;1;Rectangu;Redondas;;
TPL-519;88;11.0;279.4;177.8;276.77;7.0;10.896;0.125;0.125;8.0;NO;1;1;Especial;Rectas;;
TPL-520;66;8.25;209.55;63.5;31.75;2.5;1.25;0.125;0.125;6.0;NO;2;6;Rectangu;Redondas;;
